index,Station,Date,Tavg,PrecipTotal,StnPressure,ResultDir,AvgSpeed,Sunlight,MIFG,TS,SQ,GR,VCFG,FG+,SN,FG,VCTS,BCFG,BR,RA,FU,DZ,TSRA,HZ
608,1,2008-08-29,74.5,0.04,29.24,35,6.5,13.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
609,2,2008-08-29,75.5,0.0,29.29,2,6.1,13.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
610,1,2008-08-30,71.5,0.0,29.39,24,3.8,13.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,2,2008-08-30,74.0,0.0,29.44,23,3.2,13.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,1,2008-08-31,75.0,0.0,29.41,13,5.4,13.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2,2008-08-31,77.0,0.0,29.47,12,5.2,13.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,1,2008-09-01,76.0,0.0,29.37,14,7.7,13.166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2,2008-09-01,78.0,0.0,29.42,12,7.9,13.166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,1,2008-09-02,79.5,0.0,29.31,21,4.4,13.133333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,2,2008-09-02,81.5,0.0,29.36,17,4.5,13.133333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
618,1,2008-09-03,71.5,0.02,29.31,1,10.4,13.083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
619,2,2008-09-03,72.5,0.0,29.34,1,12.1,13.083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,1,2008-09-04,64.0,2.9,29.08,3,12.4,13.033333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
621,2,2008-09-04,65.5,2.68,29.13,3,12.2,13.033333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
622,1,2008-09-05,63.5,0.0,29.22,34,6.9,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2,2008-09-05,63.0,0.01,29.28,32,4.7,13.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
624,1,2008-09-06,63.5,0.01,29.28,27,5.3,12.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
625,2,2008-09-06,65.0,0.0,29.34,28,5.5,12.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
626,1,2008-09-07,64.5,0.0,29.35,26,6.6,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2,2008-09-07,66.0,0.01,29.41,26,7.4,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1,2008-09-08,59.5,1.23,29.41,34,6.2,12.85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
629,2,2008-09-08,61.5,1.01,29.45,33,6.9,12.85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
630,1,2008-09-09,59.0,0.0,29.45,36,6.4,12.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2,2008-09-09,58.5,0.01,29.51,36,5.9,12.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,1,2008-09-10,60.0,0.0,29.47,14,5.1,12.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2,2008-09-10,61.0,0.0,29.54,14,4.9,12.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,1,2008-09-11,67.0,0.0,29.33,18,9.8,12.716666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
635,2,2008-09-11,68.0,0.0,29.4,18,9.4,12.716666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
636,1,2008-09-12,71.0,0.37,29.22,22,6.8,12.683333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
637,2,2008-09-12,71.0,0.62,29.28,23,7.1,12.683333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
638,1,2008-09-13,71.5,6.64,28.97,21,9.1,12.633333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
639,2,2008-09-13,73.0,3.07,29.04,22,9.7,12.633333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
640,1,2008-09-14,65.0,1.44,28.97,31,10.1,12.583333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
641,2,2008-09-14,65.0,1.75,29.01,32,9.9,12.583333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
642,1,2008-09-15,58.0,0.0,29.41,34,6.1,12.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,2,2008-09-15,60.0,0.01,29.47,33,6.3,12.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,1,2008-09-16,60.0,0.0,29.47,23,5.8,12.466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,2,2008-09-16,60.5,0.0,29.52,24,6.2,12.466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,1,2008-09-17,69.5,0.0,29.46,29,7.0,12.416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2,2008-09-17,70.5,0.0,29.52,28,8.1,12.416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,1,2008-09-18,65.0,0.0,29.56,9,7.2,12.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,2,2008-09-18,68.0,0.0,29.62,9,7.9,12.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1,2008-09-19,65.5,0.0,29.47,19,6.0,12.316666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,2,2008-09-19,68.5,0.0,29.52,18,6.8,12.316666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,1,2008-09-20,69.0,0.0,29.46,16,2.9,12.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,2,2008-09-20,70.5,0.0,29.51,12,3.1,12.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
654,1,2008-09-21,69.0,0.0,29.55,5,4.2,12.216666666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
655,2,2008-09-21,70.0,0.0,29.6,9,3.6,12.216666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
656,1,2008-09-22,71.0,0.0,29.59,11,8.0,12.166666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
657,2,2008-09-22,72.5,0.0,29.65,12,7.3,12.166666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
658,1,2008-09-23,70.5,0.0,29.56,15,7.7,12.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,2,2008-09-23,73.0,0.0,29.62,15,7.6,12.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,1,2008-09-24,69.5,0.2,29.54,23,4.6,12.083333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
661,2,2008-09-24,72.0,0.0,29.6,21,4.9,12.083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,1,2008-09-25,70.0,0.0,29.54,4,7.5,12.033333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
663,2,2008-09-25,72.0,0.0,29.59,4,6.0,12.033333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
664,1,2008-09-26,69.0,0.0,29.42,6,4.3,11.983333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
665,2,2008-09-26,69.0,0.0,29.47,6,4.6,11.983333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,1,2008-09-27,67.0,0.0,29.33,3,2.7,11.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,2,2008-09-27,67.5,0.0,29.39,7,3.1,11.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
668,1,2008-09-28,62.5,0.0,29.41,4,7.8,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,2,2008-09-28,64.5,0.0,29.46,4,7.4,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1,2008-09-29,59.0,0.82,29.26,33,4.8,11.85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
671,2,2008-09-29,60.5,0.11,29.31,33,4.4,11.85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
672,1,2008-09-30,53.5,0.0,29.21,31,11.5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2,2008-09-30,54.5,0.01,29.27,31,9.5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,1,2008-10-01,53.5,0.0,29.24,33,11.1,11.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,2,2008-10-01,54.0,0.0,29.3,33,11.0,11.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,2008-10-02,51.5,0.0,29.18,28,9.2,11.716666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,2,2008-10-02,52.5,0.0,29.24,28,10.1,11.716666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,1,2008-10-03,52.0,0.01,29.34,3,7.7,11.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
679,2,2008-10-03,54.0,0.01,29.4,6,8.3,11.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
680,1,2008-10-04,49.5,0.0,29.51,11,4.4,11.616666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,2,2008-10-04,51.0,0.0,29.57,11,4.3,11.616666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,1,2008-10-05,51.0,0.06,29.51,11,6.6,11.566666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
683,2,2008-10-05,53.5,0.03,29.57,11,7.2,11.566666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
684,1,2008-10-06,61.5,0.0,29.49,11,10.7,11.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,2,2008-10-06,63.0,0.0,29.55,12,9.1,11.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,1,2008-10-07,59.5,0.8,29.24,13,11.3,11.483333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
687,2,2008-10-07,60.5,0.86,29.31,14,10.9,11.483333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
688,1,2008-10-08,57.0,0.19,29.13,26,8.1,11.433333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
689,2,2008-10-08,57.5,0.29,29.2,26,8.3,11.433333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
690,1,2008-10-09,58.0,0.0,29.36,29,5.8,11.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,2,2008-10-09,58.5,0.0,29.41,29,4.8,11.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,1,2008-10-10,57.0,0.0,29.47,11,6.7,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,2,2008-10-10,59.5,0.0,29.52,11,6.1,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,1,2008-10-11,65.0,0.0,29.52,14,5.0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,2,2008-10-11,67.5,0.0,29.58,14,5.0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,1,2008-10-12,70.5,0.0,29.55,15,5.1,11.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
697,2,2008-10-12,74.0,0.0,29.61,16,6.3,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,1,2008-10-13,69.0,0.0,29.47,20,8.1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,2,2008-10-13,71.5,0.0,29.54,20,8.7,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1,2008-10-14,61.0,0.0,29.49,30,6.8,11.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
701,2,2008-10-14,62.5,0.0,29.54,34,7.2,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1,2008-10-15,55.0,0.3,29.34,32,6.3,11.116666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
703,2,2008-10-15,57.0,0.24,29.39,32,6.8,11.116666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
704,1,2008-10-16,51.0,0.0,29.52,35,7.5,11.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,2,2008-10-16,51.5,0.0,29.57,35,8.0,11.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,1,2008-10-17,50.0,0.0,29.53,36,7.2,11.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,2,2008-10-17,50.0,0.0,29.59,36,7.2,11.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,1,2008-10-18,51.5,0.05,29.58,7,6.1,10.983333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
709,2,2008-10-18,53.0,0.14,29.65,7,5.3,10.983333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
710,1,2008-10-19,51.0,0.0,29.49,19,12.4,10.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,2,2008-10-19,53.0,0.0,29.57,19,10.9,10.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,1,2008-10-20,49.0,0.18,29.48,31,7.6,10.883333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
713,2,2008-10-20,50.0,0.31,29.54,31,7.4,10.883333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
714,1,2008-10-21,46.5,0.0,29.64,2,8.7,10.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,2,2008-10-21,47.0,0.0,29.7,3,9.2,10.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,1,2008-10-22,43.5,0.0,29.65,12,13.1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,2,2008-10-22,47.0,0.0,29.71,12,12.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,1,2008-10-23,49.5,0.16,29.5,12,11.8,10.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
719,2,2008-10-23,50.0,0.09,29.56,12,10.8,10.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
720,1,2008-10-24,49.0,0.32,29.18,19,6.1,10.716666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
721,2,2008-10-24,50.5,0.63,29.25,20,6.9,10.716666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
722,1,2008-10-25,48.0,0.0,29.02,22,12.3,10.666666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
723,2,2008-10-25,48.0,0.0,29.09,23,13.2,10.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,1,2008-10-26,46.5,0.0,29.1,27,17.8,10.616666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
725,2,2008-10-26,46.0,0.01,29.17,27,18.4,10.616666666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
726,1,2008-10-27,40.0,0.0,29.51,31,14.4,10.583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2,2008-10-27,40.5,0.0,29.57,31,13.9,10.583333333333334,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
728,1,2008-10-28,38.0,0.0,29.54,30,10.9,10.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,2,2008-10-28,38.5,0.0,29.6,30,10.3,10.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,1,2008-10-29,41.5,0.0,29.47,32,6.2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,2,2008-10-29,42.0,0.0,29.54,29,6.1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,1,2008-10-30,46.5,0.0,29.57,19,10.4,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,2,2008-10-30,48.5,0.0,29.65,19,9.4,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,1,2008-10-31,59.0,0.0,29.57,22,7.4,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,2,2008-10-31,60.0,0.0,29.64,22,7.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
736,1,2009-05-01,53.0,0.02,29.26,29,8.5,14.016666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
737,2,2009-05-01,55.0,0.04,29.33,29,8.6,14.016666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
738,1,2009-05-02,55.0,0.0,29.21,26,9.2,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,2,2009-05-02,55.0,0.0,29.28,27,9.5,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,1,2009-05-03,56.5,0.0,29.19,26,4.9,14.083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,2,2009-05-03,57.5,0.0,29.26,26,4.8,14.083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,1,2009-05-04,56.5,0.0,29.31,9,7.6,14.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,2,2009-05-04,59.5,0.0,29.37,9,8.4,14.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,1,2009-05-05,60.0,0.0,29.22,13,6.0,14.166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,2,2009-05-05,62.0,0.0,29.28,12,5.9,14.166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,1,2009-05-06,63.0,0.67,29.05,19,8.1,14.216666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
747,2,2009-05-06,65.5,0.86,29.13,19,7.2,14.216666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
748,1,2009-05-07,66.5,0.19,29.01,25,10.3,14.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
749,2,2009-05-07,66.5,0.03,29.08,24,9.2,14.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
750,1,2009-05-08,65.0,0.02,28.94,21,6.0,14.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
751,2,2009-05-08,65.5,0.01,29.0,20,6.1,14.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
752,1,2009-05-09,54.5,0.0,29.19,29,11.8,14.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,2009-05-09,54.5,0.0,29.26,28,11.3,14.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,1,2009-05-10,53.5,0.0,29.41,30,8.4,14.366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,2,2009-05-10,55.0,0.02,29.47,30,9.0,14.366666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
756,1,2009-05-11,50.0,0.0,29.47,8,4.6,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,2,2009-05-11,50.5,0.0,29.53,7,4.5,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,1,2009-05-12,55.0,0.0,29.38,16,9.6,14.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,2,2009-05-12,58.0,0.0,29.44,16,9.5,14.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,1,2009-05-13,61.5,0.55,29.01,19,16.4,14.466666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
761,2,2009-05-13,62.5,1.03,29.08,18,14.8,14.466666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
762,1,2009-05-14,60.5,0.0,29.31,27,10.7,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,2,2009-05-14,62.0,0.0,29.38,27,11.3,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,1,2009-05-15,56.5,0.39,29.28,16,8.8,14.533333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
765,2,2009-05-15,59.0,0.7,29.34,15,5.8,14.533333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
766,1,2009-05-16,53.5,0.0,29.36,29,12.5,14.566666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
767,2,2009-05-16,54.5,0.04,29.41,30,12.4,14.566666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
768,1,2009-05-17,51.0,0.0,29.6,33,6.2,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,2,2009-05-17,50.0,0.0,29.67,9,6.5,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,1,2009-05-18,53.0,0.0,29.54,19,9.9,14.633333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,2,2009-05-18,56.0,0.0,29.62,19,9.5,14.633333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,1,2009-05-19,66.0,0.0,29.48,21,13.8,14.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,2,2009-05-19,67.0,0.0,29.55,21,12.4,14.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,1,2009-05-20,72.5,0.0,29.4,20,14.6,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,2,2009-05-20,73.0,0.0,29.47,20,12.1,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,1,2009-05-21,72.0,0.0,29.38,23,12.8,14.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,2,2009-05-21,72.5,0.0,29.44,25,10.9,14.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,1,2009-05-22,61.0,0.0,29.46,4,10.7,14.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,2,2009-05-22,63.0,0.0,29.5,3,10.6,14.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,1,2009-05-23,65.0,0.0,29.33,7,5.7,14.783333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,2,2009-05-23,67.0,0.0,29.39,8,5.5,14.783333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,1,2009-05-24,63.0,0.0,29.34,4,11.0,14.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,2,2009-05-24,63.0,0.0,29.39,3,10.8,14.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,1,2009-05-25,60.5,0.04,29.28,6,10.8,14.85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
785,2,2009-05-25,60.0,0.08,29.33,6,9.5,14.85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
786,1,2009-05-26,63.5,1.73,29.08,5,7.8,14.883333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
787,2,2009-05-26,66.0,1.38,29.13,6,6.8,14.883333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
788,1,2009-05-27,64.0,0.02,28.95,24,7.2,14.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
789,2,2009-05-27,66.5,0.0,29.02,24,8.3,14.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
790,1,2009-05-28,58.0,0.0,29.06,30,8.1,14.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,2,2009-05-28,59.5,0.0,29.11,29,8.3,14.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,1,2009-05-29,62.0,0.0,29.17,32,6.9,14.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,2,2009-05-29,66.0,0.0,29.23,31,6.8,14.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,1,2009-05-30,64.5,0.0,29.09,27,6.8,14.966666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
795,2,2009-05-30,66.0,0.0,29.15,29,6.6,14.966666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,1,2009-05-31,59.0,0.0,29.21,10,4.6,14.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,2,2009-05-31,60.5,0.0,29.26,9,6.3,14.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,1,2009-06-01,64.5,0.44,29.19,34,11.1,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
799,2,2009-06-01,66.0,0.83,29.25,34,10.0,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
800,1,2009-06-02,54.0,0.12,29.36,3,8.0,15.016666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
801,2,2009-06-02,55.5,0.06,29.42,3,9.2,15.016666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
802,1,2009-06-03,52.0,0.0,29.42,4,10.7,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,2,2009-06-03,54.0,0.0,29.47,2,11.4,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,1,2009-06-04,55.0,0.0,29.31,4,5.9,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,2,2009-06-04,57.5,0.0,29.36,5,6.4,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1,2009-06-05,61.5,0.0,29.18,26,6.7,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,2,2009-06-05,63.5,0.0,29.23,25,7.2,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,1,2009-06-06,57.0,0.02,29.2,5,7.7,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,2,2009-06-06,60.5,0.0,29.26,3,7.2,15.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
810,1,2009-06-07,62.5,0.04,29.14,8,6.9,15.116666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,2,2009-06-07,65.0,0.0,29.21,11,7.7,15.116666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
812,1,2009-06-08,66.0,0.45,29.06,24,9.2,15.133333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
